DAY_OF_MONTH,ORIGIN,DEST,DEP_TIME,ARR_TIME
17,DTW,BUF,1707,1814
17,FLL,DTW,1302,1556
17,DTW,FLL,1022,1313
17,DTW,MHT,1405,1544
17,DTW,PHX,1224,1346
17,MHT,DTW,0857,1051
17,DTW,BWI,2119,2253
17,PHX,DTW,1327,2009
17,DTW,ORD,0656,0704
17,PHX,DTW,2323,0600
17,DTW,PHX,1916,2040
17,LGA,DTW,1550,1731
17,DTW,MEM,0908,0959
17,DTW,BWI,1722,1900
17,PHX,DTW,0903,1544
17,DTW,PHX,0933,1045
17,MEM,LGA,1654,2013
17,SFO,MEM,1013,1545
17,MEM,SFO,0903,1128
17,SEA,DTW,0921,1622
17,MEM,MKE,2105,2251
17,SFO,MEM,1339,1915
17,MEM,SFO,1658,1924
17,DTW,LGA,0637,0816
17,DTW,SEA,1201,1327
17,EWR,DTW,0906,1055
17,MEM,DTW,1300,1541
17,EWR,DTW,1941,2125
17,SEA,DTW,0705,1419
17,BWI,DTW,0629,0748
17,DTW,SEA,0913,1052
17,DTW,MEM,1853,1947
17,BOS,DTW,0604,0804
17,DTW,SAN,0914,1110
17,DTW,BDL,1707,1846
17,MEM,DTW,1259,1546
17,DTW,MEM,1857,1944
17,MEM,LIT,2050,2132
17,BWI,DTW,1634,1804
17,DTW,SAN,1928,2121
17,MEM,DTW,0842,1124
17,DTW,HPN,1330,1504
17,MEM,DTW,0959,1244
17,DTW,MEM,1148,1226
17,MEM,AUS,1340,1514
17,MEM,DTW,1655,1950
17,DTW,MEM,1453,1540
17,MEM,DTW,2059,0001
17,DTW,MEM,2320,2400
17,MEM,DTW,1656,1944
17,MSP,GRR,0659,0912
17,MSP,LAX,1121,1306
17,LAX,MSP,0622,1142
17,MSP,BWI,1311,1700
17,LAX,MSP,0754,1314
17,LAX,MSP,1012,1529
17,MSP,LGA,1636,2008
17,LGA,MSP,1657,1840
17,MSP,LAX,2052,2256
17,LAX,MSP,1526,2056
17,MSP,LAX,2001,2138
17,LAX,MSP,1724,2229
17,EWR,MSP,1911,2059
17,FAR,MSP,0522,0622
17,MSP,LAX,1500,1656
17,MSP,MOT,1315,1449
17,DTW,LAX,0711,0859
17,DTW,EWR,0635,0803
17,MSP,DLH,2212,2256
17,DTW,LAX,1222,1412
17,MKE,DTW,0912,1121
17,LAX,MSP,0051,0605
17,MDW,MSP,1436,1557
17,MSP,DFW,1711,1941
17,LAX,DTW,0827,1525
17,DTW,LAX,1747,1938
17,DTW,LAX,0917,1106
17,LAX,DTW,1433,2149
17,PHL,DTW,1235,1416
17,LAX,DTW,2239,0541
17,LGA,DTW,1947,2135
17,DTW,EWR,2121,2259
17,IND,DTW,1721,1925
17,SFO,DTW,1231,2009
17,DTW,SFO,0916,1132
17,MSP,MKE,1617,1719
17,SFO,MSP,0757,1325
17,BOS,DTW,0833,1031
17,DTW,SFO,1246,1426
17,SFO,DTW,2229,0547
17,DTW,SFO,1915,2105
17,EWR,DTW,1608,1810
17,DTW,BOS,0657,0850
17,MSP,SFO,1456,1649
17,MSP,SFO,0918,1109
17,SFO,MSP,1144,1659
17,LGA,MSP,0757,0943
17,MSP,SFO,1133,1317
17,MSP,DTW,2218,0044
17,SFO,MSP,1528,2055
17,BWI,MSP,1745,1920
17,MSP,SFO,2046,2249
17,SFO,MSP,0627,1159
17,MSP,SFO,1657,1836
17,SFO,MSP,1649,2206
17,MSP,SFO,0706,0846
17,DTW,EWR,1329,1517
17,AZO,DTW,1327,1407
17,DTW,EWR,1507,1638
17,DTW,BHM,1720,1802
17,MBS,DTW,0657,0737
17,DTW,RDU,1333,1514
17,GSO,DTW,0904,1038
17,EWR,DTW,1754,1932
17,DTW,EWR,1005,1133
17,EWR,DTW,0726,0907
17,DTW,EWR,1849,2020
17,DTW,MSP,1510,1559
17,MSP,PDX,1655,1829
17,PDX,MSP,0657,1224
17,MSP,LGA,1435,1828
17,PDX,MSP,0807,1322
17,MSP,PDX,0921,1039
17,MKE,MSP,1811,1938
17,MSP,PDX,2042,2210
17,PDX,MSP,1542,2052
17,MSP,PDX,1141,1301
17,BOS,DTW,1948,2153
17,DTW,BOS,1924,2109
17,BOS,DTW,1616,1810
17,DTW,GRR,1925,2009
17,DTW,BOS,1040,1226
17,BOS,DTW,1545,1740
17,DTW,BOS,1338,1525
17,BOS,DTW,1039,1236
17,DTW,BOS,0950,1134
17,BOS,DTW,1156,1355
17,DTW,BOS,2131,2325
17,DTW,MBS,2122,2204
17,SMF,MSP,0848,1412
17,MDW,MSP,0706,0827
17,MSP,SMF,0931,1059
17,MSP,BOS,1403,1740
17,SMF,MSP,0631,1146
17,DTW,MSP,1516,1607
17,MSP,SMF,1705,1839
17,SMF,MSP,1204,1731
17,BOS,MSP,1754,2006
17,MSP,SMF,2055,2251
17,MSP,DFW,0700,0914
17,DFW,MSP,1300,1522
17,MSP,GRB,1637,1738
17,MSP,DFW,1837,2053
17,DFW,MSP,0735,0958
17,LAN,MSP,0727,0804
17,MSP,DFW,0925,1156
17,DFW,MSP,0601,0815
17,DFW,MSP,1902,2120
17,DFW,MSP,1103,1327
17,MSP,CLE,1451,1740
17,MOT,MSP,0458,0612
17,GRR,DTW,1911,1953
17,SFO,MSP,1332,1903
17,DTW,MKE,1657,1710
17,DTW,MKE,2118,2124
17,LAX,MSP,1414,1949
17,MCO,DTW,1525,1753
17,DTW,MCO,1728,1947
17,MKE,DTW,1341,1538
17,DTW,MCO,0658,0935
17,DTW,MKE,1222,1230
17,DTW,MCO,1025,1254
17,MSN,DTW,0713,0928
17,MSP,DEN,1640,1734
17,TPA,MSP,1247,1454
17,DTW,MCO,1347,1611
17,MCO,DTW,0807,1034
17,BWI,DTW,0933,1058
17,DTW,MCO,1202,1427
17,MCO,DTW,1313,1554
17,DTW,MCO,1525,1749
17,LAN,DTW,1329,1403
17,DTW,LAN,2102,2145
17,MCO,DTW,1647,1914
17,MEM,MSP,0834,1036
17,DTW,SEA,2247,0017
17,MCO,DTW,1921,2155
17,DTW,TPA,0900,1136
17,GRR,DTW,0634,0726
17,TPA,MEM,1850,1949
17,MSP,TPA,1325,1724
17,SLC,MSP,0823,1137
17,MSP,MEM,0709,0913
17,TPA,MSP,1846,2100
17,MSP,MEM,0929,1127
17,LIT,MEM,0644,0732
17,MEM,MSP,0831,1026
17,MSP,MEM,0556,0742
17,MEM,MSP,1126,1325
17,MEM,MSP,2100,2310
17,MEM,MSP,1307,1459
17,MSP,MEM,1658,1856
17,MEM,MSP,2042,2233
17,DTW,JAX,0858,1105
17,MSN,DTW,0550,0812
17,DTW,MCI,1512,1602
17,JAX,DTW,1154,1410
17,DTW,JAX,1904,2114
17,ORF,DTW,1600,1753
17,DTW,PHL,1202,1329
17,JAX,DTW,0817,1029
17,DAY,DTW,1334,1428
17,DTW,JAX,1515,1717
17,DTW,ALB,2100,2230
17,JAX,DTW,1705,1916
17,JFK,LAX,0938,1218
17,LAX,JFK,1335,2202
17,DFW,HNL,0948,1302
17,OGG,DFW,1709,0452
17,DFW,OGG,1112,1424
17,HNL,DFW,1655,0508
17,OGG,LAX,2110,0505
17,JFK,SFO,1338,1630
17,SFO,JFK,2232,0700
17,JFK,LAX,1046,1331
17,SFO,JFK,1834,0243
17,JFK,LAX,1927,2209
17,LAX,JFK,1532,2353
17,SEA,MIA,1236,2052
17,MIA,SEA,0801,1124
17,LAX,JFK,2307,0734
17,LAX,HNL,0911,1148
17,LAX,JFK,0842,1728
17,SJC,HNL,1713,1926
17,SFO,HNL,0951,1219
17,LAX,JFK,1037,1909
17,ORD,SAN,1906,2113
17,SAN,ORD,1001,1541
17,EWR,LAX,0821,1113
17,JFK,SFO,1600,1845
17,SFO,ORD,1341,1937
17,ORD,SFO,1915,2134
17,HNL,SJC,2247,0641
17,DFW,AUS,1736,1820
17,MIA,DFW,1805,2011
17,LAS,DFW,0855,1322
17,DFW,LAS,1624,1714
17,HNL,ORD,1602,0511
17,ORD,HNL,0908,1256
17,LAX,IAD,2254,0623
17,IAD,LAX,1810,2035
17,LAX,IAD,0839,1617
17,SFO,ORD,0952,1554
17,ORD,SFO,1545,1757
17,OGG,SJC,2244,0633
17,DTW,ORD,1543,1551
17,LAX,ORD,1344,1920
17,ORD,LAX,1923,2136
17,DFW,EWR,1348,1757
17,EWR,DFW,1853,2121
17,ORD,MCO,1938,2305
17,SJC,OGG,1854,2116
17,DFW,JFK,1258,1716
17,HNL,DFW,1845,0701
17,JFK,DFW,1831,2119
17,SJC,BOS,0826,1727
17,LAS,SJC,1711,1834
17,SJC,LAS,1752,1914
17,LAX,EWR,0838,1637
17,EWR,LAX,1745,2040
17,DFW,HNL,1309,1615
17,JFK,SAN,1814,2109
17,LAS,SJC,1019,1144
17,JFK,LAX,1629,1916
17,IAD,LAX,1520,1724
17,SJC,JFK,1255,2145
17,JFK,SJC,0829,1123
17,LAX,EWR,2242,0637
17,BOS,ORD,1115,1240
17,ORD,BOS,1642,1954
17,LGA,DFW,0706,0935
17,EWR,LAX,1555,1839
17,SAN,JFK,0811,1651
17,LAX,OGG,1709,1939
17,HNL,LAX,1331,2140
17,LAX,EWR,1549,2348
17,JFK,SFO,1936,2235
17,BOS,LAX,1240,1556
17,SFO,JFK,0755,1645
17,JFK,LAX,1934,2224
17,SEA,BOS,1619,0025
17,BOS,SEA,1248,1515
17,LAX,BOS,2212,0619
17,SFO,BOS,1726,0144
17,BOS,SFO,1436,1734
17,SFO,BOS,0745,1607
17,BOS,SFO,1717,2025
17,MIA,LAX,1954,2204
17,LAX,SJC,2130,2227
17,MCO,LAX,1749,1954
17,LAX,BOS,0825,1634
17,BOS,LAX,1806,2110
17,BOS,SAN,1908,2212
17,SAN,BOS,1003,1811
17,JFK,SJC,1844,2144
17,LAX,MIA,2216,0555
17,LAX,MCO,0843,1604
17,SJC,LAX,0637,0751
17,KOA,LAX,2237,0625
17,LAX,KOA,1824,2052
17,BOS,SJC,1914,2222
17,SJC,BOS,1308,2136
17,BOS,SJC,0828,1130
17,LAX,MIA,0943,1714
17,JFK,SAN,0904,1154
17,BDL,BOS,0038,0114
17,JFK,BDL,2301,2358
17,SAN,JFK,1311,2136
17,RDU,ORD,0625,0722
17,LAX,HNL,1417,1642
17,ABQ,DFW,1334,1614
17,DFW,DTW,1808,2143
17,DFW,EWR,2107,0125
17,ORD,RNO,0852,1045
17,DFW,ATL,0811,1104
17,LGA,ORD,0740,0839
17,ONT,DFW,1457,1952
17,ORD,SNA,1025,1241
17,DFW,BWI,1430,1815
17,ORD,STL,1134,1229
17,LGA,ORD,0918,1030
17,SJU,IAD,1900,2246
17,DFW,BNA,2059,2240
17,DFW,SNA,1429,1516
17,BUR,DFW,0655,1149
17,DFW,BDL,1330,1744
17,LGA,ORD,1107,1211
17,SEA,DFW,1059,1634
17,CMH,DFW,2035,2155
17,LGA,ORD,1305,1412
17,ORD,MSY,1522,1730
17,SJU,BOS,1139,1526
17,LGA,ORD,1506,1620
17,TPA,DFW,1353,1512
17,ORD,LGA,2032,2327
17,ORD,AUS,1845,2118
17,ORD,LGA,2019,2311
17,LGA,ORD,1710,1819
17,ORD,TUS,1929,2102
17,ORD,LGA,1903,2200
17,DFW,BUF,1740,2135
17,PSP,DFW,1153,1644
17,LGA,ORD,1812,1921
17,ORD,LGA,1706,2009
17,PHX,ORD,1039,1543
17,MSY,ORD,1406,1619
17,LGA,ORD,2009,2120
17,ORD,LGA,1506,1806
17,FLL,LAX,1636,1850
17,SJU,FLL,1247,1514
17,DFW,SFO,1755,1934
17,ORD,LGA,1346,1657
17,SFO,ORD,0636,1224
17,ATL,DFW,1330,1502
17,ORD,LGA,1324,1620
17,IAD,DFW,1804,1956
17,DFW,BNA,1605,1745
17,TPA,MIA,1508,1559
17,DFW,BHM,1431,1617
17,MSY,ORD,0835,1111
17,ORD,LGA,1102,1400
17,DFW,SEA,1405,1621
17,RDU,DFW,0639,0835
17,DFW,BOS,2117,0137
17,AUS,DFW,1103,1202
17,DFW,SAN,1251,1349
17,ORD,LGA,0858,1154
17,DFW,LGB,1124,1229
17,DFW,PHL,1948,2341
17,DFW,PHX,1634,1653
17,MIA,IAD,2009,2225
17,MIA,IAH,0851,1035
17,ORD,LGA,0710,1008
17,IAD,DFW,1333,1522
17,BOS,SJU,1323,1700
17,DFW,EWR,1122,1529
17,LIT,DFW,1011,1112
17,DFW,TUL,2230,2323
17,MDT,ORD,1700,1753
17,ORD,IAH,1859,2128
17,CLT,DFW,0945,1132
17,DFW,MCI,0822,0948
17,DFW,ABQ,2128,2217
17,MSP,DFW,1726,1948
17,OKC,ORD,0722,0913
17,ORD,FLL,1037,1433
17,BNA,ORD,1430,1552
17,ONT,DFW,1228,1654
17,ORF,DFW,1228,1456
17,MSY,MIA,1549,1832
17,PHL,ORD,1449,1553
17,MIA,SFO,0904,1158
17,EWR,DFW,0609,0840
17,DFW,RDU,1757,2136
17,SLC,DFW,1355,1715
17,DFW,OMA,2106,2301
17,MCO,DFW,1810,1947
17,MCI,ORD,1700,1810
17,ORD,MCI,1904,2023
17,DFW,RDU,1313,1644
17,ONT,DFW,0723,1207
17,DFW,CVG,1751,2105
17,FLL,ORD,1536,1726
17,SFO,MIA,1309,2103
17,ORD,BUF,0633,0855
17,LAX,ORD,1831,2400
17,BOS,MIA,1203,1504
17,DFW,MCO,2058,0020
17,DFW,SNA,2058,2202
17,LAS,ORD,0740,1245
17,DEN,MIA,0956,1554
17,MSP,ORD,0740,0855
17,RDU,DFW,1638,1824
17,ATL,DFW,1200,1309
17,DFW,BDL,0947,1408
17,DFW,ICT,1249,1407
17,ORD,PHX,0821,0956
17,MCI,ORD,1050,1232
17,SFO,MIA,2209,0616
17,MEM,DFW,2004,2140
17,SJU,MCO,0954,1227
17,MIA,ORD,1924,2125
17,SNA,SJC,2021,2122
17,EWR,DFW,0724,1003
17,MIA,RDU,1948,2156
17,ORD,ATL,1500,1744
17,PHX,ORD,0835,1349
17,BOS,ORD,1212,1331
17,RIC,DFW,0800,0954
17,ORD,ELP,1922,2123
17,MIA,SJU,0858,1130
17,DFW,BWI,1806,2154
17,DFW,LAS,1123,1210
17,LAX,LAS,0659,0754
17,BDL,DFW,1823,2104
17,DFW,SAT,2231,2321
17,SFO,SNA,0716,0836
17,SJC,AUS,1555,2112
17,ORD,PHX,2111,2303
17,PVD,ORD,1754,1912
17,SNA,SFO,0752,0908
17,TPA,ORD,1600,1752
17,PHL,ORD,0918,1016
17,DFW,TPA,1444,1759
17,DFW,MCI,2110,2253
17,MIA,SJU,1939,2206
17,DFW,COS,1710,1754
17,MIA,JFK,0852,1124
17,ORD,BNA,0658,0817
17,DEN,DFW,0736,1018
17,DFW,BOS,1115,1550
17,AUS,ORD,0759,1033
17,DFW,RIC,1809,2149
17,LGB,DFW,1133,1622
17,SDF,DFW,1704,1822
17,ORD,ROC,1336,1610
17,SEA,ORD,0640,1231
17,SFO,SNA,0954,1112
17,IAH,DFW,0609,0707
17,SAN,DFW,0655,1140
17,SNA,SFO,1004,1120
17,BWI,ORD,0656,0755
17,ORD,AUS,0842,1111
17,ORD,PDX,1025,1230
17,STL,ORD,0804,0856
17,DFW,TYS,1337,1634
17,DFW,MCI,1814,1945
17,DFW,DTW,1108,1430
17,LAS,DFW,1757,2226
17,DFW,SDF,2133,0022
17,FAT,DFW,0634,1145
17,DFW,PIT,1739,2102
17,SFO,SNA,1420,1533
17,SFO,SNA,1657,1817
17,SNA,SFO,1201,1317
17,ORD,ATL,2042,2325
17,ORD,IAH,1153,1417
17,SDF,DFW,0702,0802
17,ALB,ORD,1813,1916
17,AUS,ORD,0803,1039
17,ORD,BWI,1000,1239
17,SFO,SNA,1900,2015
17,DFW,TUS,1122,1131
17,ABQ,ORD,0647,1036
17,SNA,SFO,1628,1737
17,ORD,BOS,1729,2046
17,BOS,DFW,1417,1718
17,TUL,ORD,0903,1046
17,ORD,XNA,1509,1644
17,ROC,ORD,1334,1407
17,SJU,BOS,1833,2250
17,DFW,ELP,1251,1321
17,DFW,MSY,2120,2232
17,PHL,DFW,1724,1948
17,RNO,LAX,0656,0825
17,SNA,SFO,1853,2011
17,ORD,SJC,2103,2322
17,DFW,ONT,1941,2033
17,IAD,DFW,0855,1043
17,LAS,DFW,1354,1812
17,SJU,DFW,1823,2202
17,RDU,MIA,0804,1000
17,DFW,SJU,1259,1831
17,MIA,IAH,1401,1542
17,DFW,EWR,1905,2317
17,DFW,ELP,2243,2313
17,SJU,JFK,1525,1901
17,ICT,DFW,1509,1644
17,RDU,ORD,1515,1603
17,DFW,IAH,1450,1549
17,BDL,DFW,0912,1148
17,DFW,BWI,1118,1506
17,BDL,SJU,0828,1233
17,COS,DFW,1651,1937
17,DFW,DTW,2049,0012
17,FLL,LGA,1454,1737
17,PHX,ORD,1439,1941
17,BDL,JFK,0717,0758
17,SJU,DFW,1312,1723
17,SJU,MIA,1535,1759
17,DFW,BWI,0802,1159
17,SAT,DFW,0620,0726
17,BOS,JFK,0644,0738
17,SJU,JFK,1010,1413
17,COS,LAX,0646,0810
17,ORD,BOS,0716,1025
17,MCO,MIA,1437,1534
17,ORD,IAD,1022,1308
17,EWR,SJU,0909,1252
17,ORD,RDU,1158,1438
17,EWR,DFW,1051,1313
17,ABQ,DFW,0736,1010
17,BNA,DFW,1130,1346
17,LGA,MIA,0807,1059
17,MIA,STT,1150,1421
17,STT,MIA,1521,1800
17,PHL,MIA,0724,0950
17,SJU,EWR,1406,1756
17,MIA,BOS,1415,1708
17,BDL,DFW,1525,1803
17,DFW,LAS,1919,2000
17,SFO,ORD,1139,1725
17,CLE,DFW,0832,1010
17,DFW,ABQ,1126,1205
17,LGA,FLL,1948,2234
17,DEN,DFW,1817,2130
17,LAS,LAX,0724,0821
17,SAN,DFW,0815,1256
17,LGA,BNA,0814,0920
17,DFW,IND,2106,2310
17,BWI,MIA,0819,1034
17,MIA,STX,1135,1411
17,JFK,SJU,0739,1146
17,DFW,LGA,0725,1131
17,MSY,ORD,1846,2045
17,STX,MIA,1507,1739
17,DFW,SEA,0933,1137
17,MFE,DFW,0648,0820
17,AUS,DFW,0742,0845
17,DFW,LGA,0940,1353
17,DFW,LGA,1132,1543
17,MIA,SJU,0654,0923
17,LGA,DFW,0621,0843
17,ORD,BDL,0713,1006
17,ALB,ORD,0922,1032
17,ORD,XNA,1122,1257
17,LGA,DFW,0854,1120
17,DFW,LGA,1303,1708
17,PHX,DFW,1009,1428
17,MIA,TPA,1327,1425
17,LGA,DFW,1121,1333
17,DFW,LGA,1450,1908
17,ELP,DFW,1114,1341
17,AUS,DFW,1354,1453
17,DFW,LGA,1611,2022
17,MSP,ORD,0816,0921
17,DFW,AUS,1750,1857
17,DFW,LGA,1631,2043
17,LGA,DFW,1354,1622
17,DFW,TUS,1953,2012
17,LGA,DFW,1459,1748
17,HPN,ORD,1822,1927
17,ORD,RST,2033,2131
17,MCI,ORD,1740,1849
17,ORD,ALB,1353,1654
17,DTW,ORD,1218,1223
17,DFW,LGA,1811,2226
17,DFW,PSP,1926,2021
17,LGA,DFW,1534,1811
17,DFW,LGA,1907,2310
17,ORD,MIA,1009,1414
17,SJU,BWI,1825,2207
17,DFW,AUS,2112,2214
17,IAD,SJU,0745,1126
17,DFW,SAN,2119,2226
17,LGA,DFW,1706,1942
17,MIA,EWR,0819,1108
17,MCO,ORD,0741,0912
17,HPN,ORD,0740,0852
17,PHL,SJU,1228,1609
17,LAX,ORD,1508,2048
17,LGA,DFW,1829,2141
17,ORD,BDL,2103,0007
17,DEN,ORD,0701,1011
17,ORD,EWR,1050,1341
17,HPN,ORD,1246,1358
17,ORD,IAH,1516,1812
17,PHX,DFW,1728,2141
17,SJC,ORD,1521,2117
17,MIA,DFW,1020,1200
17,ELP,DFW,0908,1211
17,ORD,DTW,2059,2301
17,SAN,ORD,1415,1942
17,SJC,ORD,0642,1234
17,TPA,SJU,0835,1119
17,DFW,EWR,1811,2234
17,SAN,DFW,1140,1628
17,SJC,LAX,0735,0844
17,SMF,DFW,0759,1305
17,ORD,SFO,0857,1114
17,DFW,CLT,0849,1152
17,CLE,MIA,0707,0949
17,MIA,LAX,1736,1952
17,ORD,BOS,1521,1827
17,ORD,SNA,0846,1059
17,LAX,SJC,0929,1025
17,SJC,LAX,1126,1234
17,DFW,OAK,1633,1806
17,MCO,DFW,1331,1500
17,DFW,ICT,1802,1919
17,MEM,DFW,1553,1714
17,LAX,SJC,1427,1528
17,LAX,SJC,1718,1818
17,DFW,IAH,1801,1915
17,PHL,DFW,1441,1655
17,ORD,HPN,1318,1609
17,DFW,LAS,1534,1615
17,CLT,DFW,0802,0954
17,ORD,SWF,2034,2323
17,SJC,LAX,1504,1610
17,SJC,LAX,1716,1828
17,SJC,LAX,1922,2029
17,MIA,MSY,1117,1217
17,MIA,LGA,1752,2039
17,ORD,SAN,1523,1728
17,ORD,EWR,1342,1657
17,PHX,ORD,0707,1211
17,PBI,DFW,0751,1000
17,SJC,PHX,0722,0901
17,LAX,SJC,1957,2100
17,MIA,SJU,1333,1601
17,ATL,ORD,0837,0923
17,TPA,DFW,1922,2046
17,ABQ,DFW,0902,1140
17,DFW,LIT,1304,1411
17,ORD,LAX,1535,1748
17,ORD,RST,1126,1229
17,MIA,PHL,0829,1056
17,EWR,MIA,0730,1019
17,MIA,EWR,2029,2319
17,TYS,DFW,1717,1833
17,AUS,DFW,1841,1936
17,DFW,RDU,2050,0008
17,DFW,MEM,2047,2204
17,ORD,DEN,1019,1149
17,TPA,ORD,0742,0907
17,DFW,FLL,1439,1825
17,EWR,ORD,0622,0725
17,LAX,MIA,0752,1520
17,DFW,MIA,1643,2036
17,MIA,LAX,0743,0959
17,MIA,DFW,0808,1011
17,MIA,JFK,1752,2035
17,MIA,MSY,1342,1434
17,MSY,MIA,1251,1538
17,MIA,DTW,1928,2219
17,MIA,BDL,1957,2247
17,MIA,EWR,1406,1649
17,MIA,BOS,1558,1859
17,MIA,LGA,1534,1813
17,MIA,BWI,2006,2232
17,DFW,MIA,1813,2144
17,DFW,SAT,0944,1056
17,MIA,MCO,1928,2027
17,BDL,MIA,0653,0944
17,IAD,MIA,0836,1118
17,MIA,ATL,1939,2127
17,MSY,MIA,0803,1039
17,JFK,MIA,1244,1527
17,MIA,MCO,1350,1449
17,MIA,JFK,2130,0008
17,JFK,MIA,0710,0952
17,LAX,MIA,1333,2104
17,TUL,LAX,0828,0943
17,ORD,BWI,0622,0914
17,BHM,DFW,1747,1939
17,LAX,TUL,1823,2309
17,PHL,ORD,1109,1204
17,DFW,CLT,1144,1502
17,DFW,PHX,1935,2008
17,SJU,MIA,1940,2202
17,ORD,SAN,1713,1945
17,BOS,SJU,1302,1649
17,HSV,DFW,0623,0818
17,ORD,DEN,1532,1658
17,DFW,MFE,2105,2224
17,PHX,DFW,1549,2003
17,DFW,SAT,1115,1211
17,PIT,DFW,0857,1038
17,DSM,DFW,1152,1337
17,BOS,ORD,1725,1849
17,ORD,ABQ,2008,2211
17,DFW,PIT,1120,1446
17,DFW,PHX,2126,2157
17,RDU,DFW,1746,2024
17,ORD,BWI,1659,1948
17,DTW,MIA,0719,0957
17,MEM,DFW,0703,0826
17,BNA,DFW,0826,1012
17,DFW,MSP,1921,2130
17,HSV,DFW,1600,1800
17,MCI,DFW,2017,2142
17,SNA,DFW,1212,1646
17,LAX,LAS,0924,1023
17,DFW,BNA,1249,1428
17,LAS,LAX,1106,1207
17,IAH,DFW,2012,2120
17,DFW,MFE,0929,1046
17,ORF,DFW,0616,0835
17,DFW,MIA,0619,0959
17,LAS,DFW,0058,0517
17,PIT,DFW,1606,1804
17,DFW,BOS,1616,2047
17,BNA,ORD,0902,1031
17,ORD,MSP,1159,1324
17,ORD,ABQ,0848,1050
17,PHL,ORD,0648,0755
17,DFW,BOS,0639,1120
17,RDU,ORD,0756,0845
17,DFW,JAX,0931,1243
17,DFW,AMA,1912,2017
17,IAH,MIA,1737,2051
17,ORD,BNA,1223,1339
17,DFW,ORF,1433,1812
17,OAK,DFW,0806,1313
17,DFW,ABQ,1625,1706
17,BUF,ORD,1655,1739
17,ORD,SEA,1927,2138
17,AUS,DFW,0629,0731
17,DFW,CMH,0825,1140
17,MCO,SJU,1340,1613
17,DFW,CLE,1441,1806
17,SFO,DFW,0821,1325
17,DEN,ORD,1445,1750
17,BOS,DFW,1532,1829
17,SYR,ORD,1047,1134
17,DFW,BNA,2247,0020
17,DFW,MSY,0951,1113
17,RNO,LAX,0834,0951
17,DFW,SNA,1020,1123
17,BNA,LGA,0627,0925
17,ORD,MIA,1700,2105
17,ORD,PHL,1903,2149
17,SAN,ORD,1149,1734
17,MSP,DFW,0749,1010
17,ORD,SAT,1326,1601
17,ORD,LAX,0733,0943
17,BOS,ORD,1928,2056
17,ORD,SEA,1537,1750
17,EWR,ORD,1814,1934
17,BWI,DFW,0624,0827
17,ORD,SEA,2331,0130
17,DFW,OKC,1250,1347
17,LAS,DFW,0737,1158
17,DFW,CLT,1941,2257
17,ORD,PVD,1343,1659
17,SLC,ORD,0856,1306
17,DFW,DEN,1200,1257
17,ORD,BUF,1338,1603
17,SAN,ORD,0651,1241
17,BOS,DFW,1708,2002
17,DFW,LGB,2051,2155
17,IAH,ORD,0638,0900
17,LGA,MIA,1728,2018
17,MIA,ATL,1325,1505
17,MIA,LGA,0935,1228
17,DFW,SAT,0706,0758
17,ORD,MDT,2033,2315
17,SJC,SEA,0752,0958
17,ORD,MIA,0621,1009
17,ORD,LAS,1657,1852
17,DFW,DSM,0922,1103
17,MCO,DFW,0911,1050
17,ORD,SYR,0742,1011
17,MIA,ORD,2025,2221
17,COS,DFW,0853,1129
17,DFW,MCO,1306,1630
17,MCO,SJU,0731,1017
17,DFW,MSP,1101,1323
17,DFW,BDL,2050,0103
17,SAN,DFW,0846,1336
17,ELP,DFW,0733,1002
17,ATL,MIA,0835,1019
17,ATL,ORD,0645,0723
17,ORD,SEA,0848,1048
17,RNO,DFW,1137,1701
17,ORD,ATL,1846,2133
17,FLL,ORD,0720,0930
17,DFW,DEN,1615,1729
17,BNA,LGA,1915,2216
17,ORD,RDU,1650,1940
17,BWI,ORD,0957,1059
17,ORD,DTW,1200,1411
17,ORD,SLC,1925,2138
17,DFW,IAD,1227,1613
17,SLC,DFW,0649,1010
17,TUS,DFW,1224,1625
17,DFW,SAN,0948,1052
17,SJC,SEA,1417,1623
17,MIA,LGA,1103,1348
17,LGA,BNA,1034,1137
17,DFW,CVG,1246,1552
17,ORD,SJC,0838,1105
17,ORD,MCI,1404,1528
17,BUF,ORD,2008,2038
17,DFW,FAT,1928,2051
17,ORD,OKC,1909,2115
17,SYR,ORD,1705,1808
17,ELP,ORD,1533,1927
17,ORD,PVD,2037,2341
17,DFW,ELP,1922,1955
17,DFW,DEN,1948,2043
17,DTW,DFW,1611,1751
17,TUL,DFW,0817,0921
17,DFW,PHL,0949,1345
17,IAD,ORD,0659,0743
17,SJU,JFK,1751,2125
17,DFW,BUR,1139,1250
17,DEN,ORD,1244,1552
17,ORD,FLL,1712,2104
17,DFW,ORF,0816,1155
17,IAD,ORD,1012,1103
17,CLT,DFW,0628,0810
17,AUS,ORD,1151,1422
17,IAD,ORD,1415,1458
17,LAS,ORD,1417,1925
17,ORD,RDU,2044,2331
17,ORD,TUL,1718,1906
17,RST,ORD,1315,1419
17,LAX,LAS,1657,1754
17,LAX,ORD,0959,1527
17,ORD,SWF,1020,1326
17,DFW,LAS,0939,1025
17,RDU,DFW,0823,1013
17,MIA,LGA,0739,1035
17,OMA,DFW,1527,1702
17,DFW,ONT,1028,1124
17,ORD,RNO,1657,1855
17,BDL,ORD,0619,0747
17,ORD,MCI,0848,1006
17,SJU,MIA,1027,1250
17,EWR,ORD,0937,1054
