DAY_OF_MONTH,ORIGIN,DEST,DEP_TIME,ARR_TIME
14,MHT,PIT,1933,2054
14,PIT,PHX,2214,2333
14,MCI,CLT,1256,1614
14,PIT,PHX,1347,1511
14,PHX,PIT,2322,0601
14,PHX,PIT,0814,1458
14,PHL,RIC,1549,1716
14,PHX,PHL,0711,1431
14,PHL,PHX,1210,1402
14,PHX,PHL,1459,2236
14,PHL,PHX,0852,1050
14,PHX,PIT,1459,2151
14,PIT,PHX,1218,1325
14,PVD,PIT,0709,0841
14,SAN,CLT,1338,2059
14,CLT,SAN,0806,0952
14,CLT,PHX,0841,0952
14,SEA,PHL,1135,1929
14,CLT,PIT,0937,1102
14,PIT,DEN,1219,1311
14,DEN,PIT,1209,1655
14,MHT,PHL,0733,0849
14,PHL,DEN,1236,1436
14,DEN,PHL,1609,2129
14,SFO,PHL,0940,1743
14,MSY,CLT,1521,1809
14,CLT,MSY,1731,1812
14,MCO,PIT,0816,1025
14,PIT,SEA,1246,1430
14,CLT,RSW,1905,2052
14,PHX,PHL,1140,1852
14,PHL,PHX,2043,2229
14,PHL,SFO,1335,1619
14,SEA,PIT,1837,0208
14,PHL,GSO,1331,1455
14,GSP,PHL,1509,1640
14,PHL,RDU,1412,1535
14,PIT,ALB,1450,1605
14,MCI,PIT,1018,1311
14,ATL,PHL,1744,1944
14,PHL,RDU,1736,1856
14,IND,PHL,1813,2053
14,IND,PIT,1507,1722
14,PIT,DFW,1346,1520
14,PIT,DFW,1506,1633
14,PHL,PVD,2231,2336
14,CLT,BDL,1626,1804
14,CLT,IAH,0804,0931
14,GRR,PIT,1153,1257
14,CLT,IAH,2127,2251
14,DFW,CLT,1236,1547
14,ATL,PIT,1842,2019
14,PIT,MKE,2113,2139
14,PIT,DTW,1138,1238
14,PVD,CLT,1358,1557
14,PIT,IND,1408,1419
14,PIT,ABE,0815,0916
14,MKE,CLT,0751,1035
14,CLT,LGA,2057,2239
14,PHL,IND,1749,1837
14,PHL,BNA,1909,1955
14,PIT,STL,1613,1650
14,CMH,PHL,1731,1851
14,PHL,RIC,1945,2054
14,PIT,MCI,1754,1851
14,RDU,CLT,1507,1605
14,PIT,RDU,2336,0045
14,PHL,CLT,1437,1617
14,CLT,MKE,1540,1642
14,CLT,BHM,2051,2055
14,ILM,CLT,1859,1954
14,GSO,PHL,1614,1724
14,PHL,ORD,1412,1549
14,CLT,CLE,1221,1351
14,TYS,CLT,1031,1120
14,CLT,PIT,1520,1635
14,PIT,ORD,1731,1757
14,CLT,STL,1554,1647
14,PHL,IND,2139,2244
14,RDU,CLT,1846,1932
14,PIT,LGA,2133,2245
14,GSO,PHL,1735,1845
14,PIT,ALB,1643,1802
14,PHL,BWI,1839,1922
14,CLT,RDU,2050,2129
14,SFO,PHL,1226,2031
14,PHL,SFO,1850,2144
14,ORD,CLT,1541,1815
14,RDU,PHL,1339,1450
14,DFW,PIT,1133,1507
14,PIT,PVD,2236,0013
14,ORD,PHL,1543,1827
14,PHL,PWM,1944,2237
14,ATL,PIT,0936,1106
14,IAH,CLT,1256,1615
14,LGA,PIT,2025,2145
14,PIT,EWR,2306,0013
14,ATL,CLT,0755,0854
14,IAH,CLT,1447,1809
14,CLT,IAD,1903,2019
14,PIT,ATL,1837,2009
14,GSO,PIT,0749,0857
14,RSW,CLT,0746,0932
14,PHL,BNA,1520,1617
14,ORF,CLT,1434,1546
14,CLT,DAY,1529,1645
14,CLT,PIT,2228,2348
14,IAH,PHL,1042,1502
14,IAH,PHL,1615,2036
14,PHL,PVD,2153,2306
14,IAH,PIT,1006,1412
14,MCI,PHL,0818,1140
14,DFW,PHL,1712,2122
14,PHL,ORF,2158,2305
14,BUF,LGA,2215,2323
14,PIT,PHL,0706,0817
14,CLT,ROC,1951,2130
14,MCI,PHL,1733,2105
14,MCI,PIT,1147,1439
14,PIT,PHL,1623,1725
14,PIT,SBN,2205,2209
14,MCI,PIT,1834,2129
14,ABE,PIT,1835,1943
14,CLT,GSO,2251,2330
14,MEM,CLT,2001,2229
14,PIT,ERI,1741,1818
14,PIT,DAY,1950,2042
14,CLT,PBI,1741,1930
14,PIT,BWI,1846,1949
14,IAH,PIT,1726,2119
14,BWI,CLT,0908,1023
14,PHL,CLT,1736,1902
14,BHM,CLT,1515,1726
14,CLT,JAX,0934,1049
14,ATL,CLT,1339,1443
14,BHM,CLT,1742,1953
14,CLT,RIC,2046,2159
14,CLT,PHL,2015,2149
14,MSY,PHL,1124,1528
14,PIT,CLT,1621,1737
14,CHS,CLT,1255,1349
14,SDF,CLT,1755,1923
14,CHA,CLT,0603,0659
14,STL,CLT,0942,1227
14,CLT,ORD,1234,1329
14,DFW,CLT,1817,2133
14,CLT,IAH,1414,1532
14,LGA,GSO,1922,2057
14,CLE,PHL,1527,1649
14,CLT,AVL,2254,2328
14,FLL,CLT,2009,2151
14,CLT,DFW,2059,2226
14,CMH,CLT,1913,2017
14,PIT,CLT,1527,1647
14,ORF,PIT,1858,2020
14,PIT,IND,2052,2103
14,FLL,PIT,0813,1044
14,CLT,BNA,0829,0844
14,PHL,BTV,1642,1835
14,CLT,TYS,0907,0959
14,DFW,PIT,0715,1047
14,CLT,CHS,2200,2258
14,DFW,PHL,1226,1636
14,PHL,MHT,1741,1858
14,ALB,PIT,0937,1058
14,PIT,RDU,1136,1239
14,RDU,PIT,1606,1726
14,GSO,CLT,1203,1249
14,ATL,PIT,1255,1436
14,PIT,CLT,0121,0227
14,PHL,PWM,0940,1051
14,ATL,CLT,1857,1955
14,CLT,GSO,2046,2123
14,CLT,BDL,1243,1421
14,MCI,CLT,0833,1138
14,MIA,CLT,1245,1450
14,CLT,BWI,0758,0910
14,PIT,HPN,2216,2400
14,CLT,LGA,1716,1859
14,BNA,CLT,0906,1117
14,CLT,PIT,1212,1335
14,JAX,PHL,0700,0914
14,CMH,PHL,1820,1940
14,CLT,ORD,1715,1805
14,ILM,CLT,1506,1558
14,PBI,PHL,1128,1412
14,RSW,CLT,1625,1801
14,PIT,FLL,2232,0059
14,MSP,PIT,1231,1516
14,PIT,MCI,1004,1101
14,PHL,SYR,1000,1057
14,DTW,CLT,1306,1439
14,DTW,PIT,0652,0745
14,CLT,ILM,1740,1831
14,GSP,CLT,1633,1716
14,CLT,PBI,2111,2302
14,CLT,ATL,1325,1428
14,GSO,LGA,1850,2023
14,LGA,BUF,2045,2154
14,ALB,CLT,0812,1011
14,CLT,ATL,1137,1232
14,CLT,RIC,1514,1616
14,IAH,CLT,0806,1135
14,CLT,IAD,1634,1740
14,CLT,PIT,0713,0828
14,PVD,PIT,1639,1804
14,PHL,TPA,2032,2303
14,RIC,PHL,1744,1859
14,PIT,LAS,1923,2037
14,LAS,CLT,2225,0515
14,BDL,PIT,0858,1027
14,PIT,LAS,1406,1536
14,LAS,PIT,1622,2312
14,BWI,PHL,1957,2037
14,PHL,LAS,2202,0015
14,CLT,LAS,2004,2129
14,CLT,LAS,0807,0935
14,LAS,CLT,1045,1744
14,LAS,PHL,1258,2038
14,PHL,LAS,2014,2224
14,LAS,PIT,0225,0920
14,IND,PIT,1231,1446
14,LAS,CLT,0206,0903
14,PIT,BDL,1705,1824
14,PHL,LAS,0910,1107
14,PIT,LAS,2356,0123
14,LAS,PHL,0256,1031
14,ORF,PIT,1524,1645
14,LAS,PIT,2203,0504
14,SDF,CLT,1136,1251
14,CLT,ORD,1333,1420
14,CLT,AVL,1513,1546
14,PHL,ALB,2151,2251
14,PHL,IAH,1415,1633
14,MIA,CLT,0838,1027
14,LAS,PHL,2322,0645
14,PHL,CLE,1332,1507
14,PIT,SYR,1709,1813
14,CLT,SEA,1921,2128
14,LGA,CLT,1933,2115
14,CLT,CAE,1751,1828
14,STL,PIT,0812,1045
14,BNA,PHL,1658,1953
14,PHL,BUF,2051,2154
14,MHT,PHL,0553,0722
14,PHL,MCI,1021,1149
14,MEM,CLT,0920,1148
14,SFO,PIT,0815,1545
14,PIT,SFO,1934,2140
14,PIT,CRW,1355,1448
14,CLT,ROA,2102,2143
14,SFO,CLT,1538,2311
14,CLT,SFO,1021,1339
14,MCO,CLT,0816,0935
14,PHL,SEA,1803,2024
14,CLT,RIC,1856,1955
14,PHL,MHT,1432,1556
14,IND,CLT,1340,1611
14,BUF,PHL,1135,1242
14,CLT,RDU,1524,1607
14,PHL,DFW,1800,2008
14,CLT,GSO,1231,1304
14,PIT,CMH,0956,1045
14,STL,PHL,1720,2024
14,CLT,CLE,1605,1734
14,MHT,PHL,1928,2045
14,PHL,STL,2324,0032
14,CAE,CLT,0852,0930
14,MYR,CLT,1509,1552
14,CLT,STL,1913,2009
14,MHT,PHL,1640,1802
14,CLT,ALB,1931,2120
14,CLT,BNA,2047,2053
14,ROC,CLT,1806,1946
14,PVD,CLT,1757,2016
14,PHL,CLT,2134,2307
14,CHA,CLT,1612,1713
14,CLT,STL,1455,1541
14,CLT,SDF,1935,2047
14,CLT,EWR,2100,2237
14,PIT,ROC,1843,1939
14,BUF,PIT,0742,0830
14,CLT,CMH,1125,1236
14,CLT,BWI,1105,1219
14,PBI,CLT,0918,1109
14,CLT,PVD,1418,1559
14,FLL,CLT,1045,1237
14,CLT,PHL,1613,1728
14,ALB,PIT,1657,1807
14,IND,PIT,1922,2134
14,PIT,AVP,2218,2314
14,PHL,GSO,1538,1649
14,CLT,CHS,1027,1124
14,CLT,BWI,1805,1936
14,BWI,CLT,2045,2200
14,PIT,GSO,1730,1830
14,PWM,PIT,1442,1639
14,PHL,RDU,0906,1017
14,IND,PIT,0827,1040
14,RIC,PIT,1344,1453
14,CLT,MEM,1914,1944
14,BNA,PHL,1020,1341
14,CLT,RIC,1719,1818
14,MSP,PIT,1857,2141
14,PHL,CMH,1529,1649
14,CLT,PHL,0007,0132
14,MIA,PIT,0939,1207
14,PIT,EWR,2013,2135
14,LGA,PIT,1833,2001
14,SAV,CLT,0815,0911
14,MSY,PIT,0957,1325
14,CLT,MIA,1654,1850
14,PIT,MCI,1452,1548
14,PVD,PIT,1406,1608
14,PHL,PIT,0806,0917
14,ORF,CLT,2025,2132
14,ORD,CLT,1615,1859
14,PHL,PIT,0629,0817
14,CLT,ABE,2010,2151
14,CLT,ORF,1700,1800
14,CLT,STL,0803,0857
14,PIT,CAK,2109,2141
14,ROA,PIT,1938,2031
14,CLT,IND,2007,2028
14,ATL,PIT,1530,1709
14,CLT,PHL,0600,0759
14,CLT,TPA,2138,2319
14,MKE,CLT,1705,1952
14,MCI,CLT,1615,1922
14,MSY,PIT,1742,2114
14,BWI,CLT,1519,1631
14,CLE,PHL,0930,1048
14,PHL,MHT,2146,2317
14,BHM,CLT,1104,1352
14,PIT,PHL,1950,2108
14,ORD,PHL,1823,2110
14,PHL,AVP,2200,2300
14,PIT,IND,1153,1211
14,PHL,CLE,0809,0929
14,PIT,ORD,2031,2054
14,PIT,MDT,2223,2322
14,PWM,PHL,1134,1311
14,PHL,MSY,0835,1020
14,CRW,PIT,1518,1624
14,CLT,IND,2305,2326
14,MKE,PIT,0859,1114
14,PHL,ALB,0940,1046
14,CLT,RSW,2049,2238
14,CMH,PHL,1115,1230
14,MKE,PIT,1310,1528
14,CLT,MEM,2111,2146
14,CHS,CLT,1647,1731
14,PIT,BNA,2126,2148
14,ATL,CLT,2031,2133
14,PIT,PVD,1140,1303
14,BWI,CLT,1405,1525
14,CLT,MSY,2107,2153
14,CHS,CLT,1030,1114
14,CLT,PVD,1155,1329
14,JAX,CLT,1123,1229
14,CAE,CLT,1911,1953
14,CLT,CHA,2044,2140
14,IAD,CLT,2101,2205
14,DTW,PHL,0732,0909
14,CLT,DFW,1512,1636
14,CLT,BUF,1855,2035
14,PIT,RIC,1137,1237
14,PIT,CMH,1717,1804
14,RDU,PHL,1105,1212
14,MSY,CLT,1847,2129
14,CLT,SRQ,2326,0109
14,PHL,DFW,0834,1047
14,CMH,PIT,0959,1050
14,CLT,SAV,1051,1148
14,PHL,MCI,1510,1650
14,PHL,BUF,0939,1043
14,PHL,CLT,1131,1258
14,CLT,LWB,1422,1509
14,LWB,CLT,1527,1626
14,SYR,PHL,1131,1233
14,RDU,CLT,1650,1734
14,CLT,ORF,1846,1946
14,BNA,PHL,1754,2057
14,BWI,PIT,0800,0902
14,PIT,PVD,1642,1828
14,CLT,SAV,2053,2148
14,BNA,CLT,0629,0835
14,PVD,PIT,1901,2033
14,PIT,MKE,1219,1241
14,PHL,PBI,2029,2307
14,MCO,PIT,0600,0816
14,PIT,PVD,0746,0904
14,PHL,BWI,2150,2250
14,CLT,MSP,1645,1814
14,CLT,ROA,1832,1921
14,CMH,PIT,1205,1255
14,CLT,SDF,0943,1104
14,CLT,GSP,0950,1027
14,PIT,CLT,1107,1237
14,ORD,PIT,1847,2107
14,ATL,PHL,0643,0837
14,PIT,PHL,1205,1321
14,PIT,BDL,0820,0936
14,IND,CLT,1843,2117
14,BDL,PHL,1908,2020
14,BWI,PHL,1412,1519
14,CLT,BWI,2125,2253
14,CLT,ORD,1541,1624
14,CLT,TYS,2225,2308
14,PIT,DAY,2059,2151
14,CLE,CLT,1002,1126
14,CLT,TYS,1209,1302
14,ALB,PIT,1845,2007
14,PHL,BTV,2151,2318
14,PHL,SJU,1933,2310
14,PHL,MHT,2118,2252
14,PHL,PIT,1419,1533
14,PIT,IAH,1700,1844
14,BWI,PHL,0632,0822
14,BNA,PIT,0818,1106
14,SJU,PHL,1442,1852
14,BDL,PIT,1530,1651
14,PIT,BTV,2346,0103
14,PHL,MSP,0909,1041
14,ORD,CLT,2135,0009
14,SFO,PIT,1037,1813
14,CLT,BWI,1951,2110
14,PHL,CLT,1826,2003
14,CLT,GSP,1401,1433
14,PIT,MSY,1428,1544
14,DTW,PIT,1051,1143
14,PIT,IAH,0953,1133
14,TYS,CLT,0629,0721
14,PIT,BWI,1616,1714
14,ALB,PHL,1143,1250
14,PHL,FLL,1637,1932
14,ABE,PIT,0935,1052
14,BWI,CLT,1002,1139
14,RIC,CLT,2043,2139
14,DAY,PIT,1751,1841
14,CLT,PIT,0819,0937
14,PIT,GRR,1015,1122
14,BUF,PHL,1644,1747
14,PHL,RIC,1939,2035
14,PIT,EWR,1629,1800
14,PIT,MKE,1830,1904
14,ROC,PIT,1605,1706
14,AVL,CLT,1558,1637
14,GSP,CLT,1821,1853
14,CLT,RIC,1331,1437
14,PHL,BUF,2329,0027
14,CMH,CLT,1505,1615
14,CLT,MCI,1958,2105
14,CLT,CMH,1331,1440
14,PHL,ATL,1555,1752
14,CLT,MCI,1608,1736
14,RDU,PHL,1939,2053
14,PIT,BUF,2225,2316
14,DTW,PHL,1027,1201
14,RDU,PIT,0934,1051
14,CLT,GSP,1653,1726
14,PIT,DFW,1002,1131
14,CLT,MDT,1931,2102
14,CHS,CLT,1201,1248
14,GSP,CLT,1059,1143
14,SYR,PIT,1839,1940
14,PHL,PWM,2135,2254
14,PHL,ATL,2011,2205
14,PIT,ATL,2257,0028
14,CLT,MYR,1210,1258
14,PHL,CMH,1022,1148
14,ILM,CLT,0733,0818
14,PIT,CMH,1813,1856
14,RIC,PHL,2048,2154
14,PIT,BWI,1215,1329
14,CLT,FAY,1329,1405
14,DAY,PIT,2103,2201
14,MSP,PHL,0925,1245
14,AVP,PIT,1544,1702
14,ROC,PIT,2004,2057
14,CLT,CMH,2240,2349
14,CLT,ATL,2200,2257
14,PIT,PHL,0941,1043
14,CLT,BHM,1704,1717
14,RIC,CLT,1514,1639
14,CLT,DTW,1909,2050
14,SYR,CLT,0800,0954
14,PIT,PWM,1230,1359
14,PIT,SDF,2052,2201
14,CLT,CHS,1520,1613
14,CLT,ROC,1547,1725
14,SYR,PIT,0722,0828
14,MDT,PIT,0932,1027
14,CLE,CLT,1806,1932
14,CLT,CAE,2052,2132
14,CLT,RDU,1713,1757
14,ILM,CLT,1031,1120
14,PHL,FLL,2135,0029
14,PIT,CLT,1246,1416
14,CLT,DFW,1034,1149
14,MSP,PIT,0745,1032
14,ORD,PIT,1252,1510
14,PIT,ABE,1633,1744
14,CLT,BWI,2249,0003
14,CLT,MCI,0953,1113
14,PHL,CLT,1313,1445
14,PHL,CLT,0612,0757
14,CLT,EWR,2258,0029
14,CMH,CLT,1255,1404
14,CLT,MEM,0806,0837
14,BWI,PIT,1702,1756
14,PIT,DEN,1941,2106
14,CLT,ILM,2309,0001
14,IAH,CLT,1906,2232
14,BUF,CLT,0851,1031
14,PVD,CLT,1028,1233
14,CLT,DTW,0800,0934
14,CLT,GSP,1511,1545
14,PIT,CLT,0900,1019
14,AVL,CLT,1203,1240
14,STL,CLT,1614,1914
14,MCO,CLT,1254,1420
14,CLT,MSY,1350,1435
14,MKE,PIT,1919,2137
14,STL,PHL,1719,2024
14,PHL,RIC,2201,2306
14,RIC,CLT,1850,1951
14,ROC,CLT,0804,0942
14,CLT,MKE,1911,2006
14,CMH,CLT,0850,1002
14,CLT,MYR,2217,2326
14,PIT,CMH,2044,2127
14,ORD,PIT,1657,1912
14,PIT,MCI,2117,2218
14,PHL,CLT,0812,0950
14,PHL,BUF,1512,1612
14,PIT,ATL,1539,1706
14,BNA,CLT,2014,2223
14,MIA,CLT,1947,2138
14,PHL,SJU,0955,1324
14,IND,PIT,1115,1322
14,PIT,AVP,1428,1527
14,CLT,GSP,2047,2123
14,CLT,SYR,1847,2038
14,PHL,CLT,0816,0957
14,PIT,PHL,0554,0715
14,EWR,PIT,2153,2308
14,MCI,PHL,1234,1603
14,IAH,PHL,0926,1354
14,PHL,SYR,1331,1441
14,CLT,RDU,2240,2318
14,CLT,PHL,0813,0950
14,BTV,PIT,1901,2023
14,PIT,PBI,2321,0141
14,FLL,PIT,2020,2255
14,PIT,ALB,2335,0046
14,PIT,FLL,1857,2132
14,FLL,CLT,0651,0835
14,PIT,ALB,0745,0859
14,PHL,PIT,2158,2316
14,TYS,CLT,1337,1428
14,CLT,PIT,1922,2044
14,PIT,IAH,1943,2127
14,CLT,BNA,1649,1705
14,IAD,CLT,1727,1845
14,CHA,CLT,1515,1621
14,CLT,PIT,1518,1635
14,CMH,PHL,0648,0805
14,DAY,PHL,0713,0843
14,PHL,ATL,1047,1247
14,CLT,PHL,1410,1554
14,ERI,PIT,1006,1051
14,CLT,PNS,2226,2246
14,PHL,IND,1706,1750
14,PIT,ORD,1427,1456
14,CLT,CHA,1443,1541
14,PIT,CLT,1303,1421
14,CLT,IAD,1320,1429
14,SYR,PHL,1530,1633
14,BDL,CLT,1043,1238
14,CLT,HSV,2121,2130
14,ORD,PHL,1408,1656
14,ERI,PIT,1901,1936
14,CLT,CHA,1350,1450
14,SAV,CLT,1210,1322
14,CLT,SDF,1534,1646
14,PIT,IAH,1201,1346
14,PHL,ORF,1339,1449
14,SEA,BWI,1527,2324
14,SJU,PHL,0947,1324
14,PHL,BNA,0846,0957
14,CLT,AVL,1047,1121
14,EWR,CLT,1820,2007
14,PIT,SYR,0013,0118
14,PHL,DTW,0854,1026
14,CLT,FLL,1725,1925
14,ABE,PIT,0702,0814
14,PIT,ATL,1051,1217
14,CLT,BHM,1440,1455
14,CLT,PVD,1534,1716
14,MYR,CLT,1346,1435
14,CLE,CLT,1420,1551
14,CLT,ATL,1650,1750
14,SYR,PHL,0603,0726
14,ATL,PHL,1314,1458
14,FAY,CLT,1424,1530
14,PHL,PWM,1550,1713
14,EWR,PIT,1837,2001
14,SDF,PIT,0556,0713
14,IND,PHL,0823,1112
14,PIT,IND,1757,1807
14,MEM,CLT,0629,0856
14,CLT,ILM,1347,1438
14,PVD,BWI,1408,1518
14,BWI,MHT,1700,1825
14,BWI,BDL,1459,1603
14,BWI,MSY,0946,1118
14,BDL,BWI,1634,1737
14,BWI,ATL,1822,1959
14,BWI,PVD,2208,2314
14,BWI,ATL,0559,0745
14,BWI,ATL,1425,1603
14,MHT,BWI,1216,1345
14,ATL,BWI,1629,1812
14,ATL,BWI,0829,1003
14,BWI,MHT,1331,1446
14,MSY,BWI,1205,1533
14,MSY,BWI,1701,2029
14,BWI,JAX,1002,1202
14,MHT,BWI,0613,0730
14,BWI,PVD,1229,1333
14,MCO,BWI,0935,1137
14,BWI,MSY,1446,1617
14,PVD,BWI,1215,1326
14,MDW,BWI,2025,2309
14,BWI,PVD,1945,2055
14,FLL,BWI,1504,1805
14,MHT,BWI,1517,1649
14,JAX,BWI,1247,1430
14,BWI,MDW,1900,1957
14,MHT,BWI,1850,2011
14,BWI,BDL,2116,2229
14,BWI,PVD,1010,1114
14,MCO,BWI,0755,0956
14,TPA,IAD,0932,1131
14,BDL,BWI,1917,2017
14,BWI,MHT,1038,1156
14,TPA,BWI,0705,0910
14,BWI,BDL,1749,1852
14,BWI,PVD,1639,1745
14,BWI,MHT,2131,2301
14,PVD,BWI,1814,1926
14,HOU,HRL,1145,1232
14,DAL,MAF,1150,1250
14,DAL,HOU,1120,1210
14,HOU,CRP,1245,1328
14,DAL,LBB,1255,1350
14,HOU,HRL,1250,1340
14,DAL,HOU,1227,1311
14,HOU,MSY,1339,1438
14,DAL,TUL,1358,1447
14,HOU,DAL,1243,1334
14,DAL,HOU,1230,1316
14,HOU,HRL,1425,1507
14,CRP,HOU,1120,1205
14,DAL,AMA,1358,1504
14,HOU,DAL,1230,1316
14,DAL,HOU,1300,1349
14,HOU,CRP,1415,1458
14,DAL,ELP,1450,1523
14,HOU,DAL,1338,1429
14,DAL,HOU,1334,1428
14,HOU,HRL,1457,1546
14,LBB,DAL,1205,1257
14,DAL,ABQ,1516,1551
14,HOU,DAL,1330,1420
14,DAL,HOU,1400,1453
14,HOU,CRP,1520,1603
14,DAL,AMA,1515,1615
14,HOU,DAL,1400,1448
14,DAL,HOU,1430,1519
14,MAF,DAL,1305,1402
14,DAL,MAF,1550,1650
14,HOU,DAL,1430,1525
14,HRL,HOU,1305,1400
14,AMA,DAL,1330,1430
14,DAL,HOU,1505,1553
14,DAL,LIT,1620,1715
14,HOU,DAL,1503,1555
14,DAL,HOU,1530,1622
14,OKC,DAL,1415,1458
14,DAL,AMA,1658,1800
14,HOU,DAL,1530,1620
14,HRL,HOU,1405,1458
14,HOU,CRP,1823,1910
14,DAL,MAF,1730,1825
14,HOU,DAL,1620,1707
14,DAL,HOU,1637,1753
14,HOU,HRL,1758,1847
14,LIT,DAL,1505,1605
14,CRP,HOU,1520,1603
14,HOU,DAL,1634,1723
14,DAL,HOU,1700,1751
14,TUL,DAL,1540,1630
14,DAL,OKC,1906,1947
14,HOU,DAL,1732,1836
14,DAL,HOU,1730,1825
14,HOU,CRP,1900,1945
14,MAF,DAL,1610,1705
14,HOU,DAL,1720,1819
14,HRL,HOU,1600,1652
14,AMA,DAL,1640,1733
14,DAL,HOU,1800,1853
14,HOU,HRL,1925,2013
14,CRP,HOU,1620,1703
14,HOU,DAL,1737,1837
14,DAL,HOU,1847,1938
14,DAL,MAF,1920,2021
14,HOU,DAL,1800,1853
14,ABQ,DAL,1630,1859
14,DAL,HOU,1915,2012
14,HOU,DAL,1830,1921
14,DAL,HOU,1930,2023
14,DAL,LBB,2020,2119
14,HOU,DAL,1900,1955
14,DAL,HOU,2000,2047
14,HOU,CRP,2115,2159
14,CRP,HOU,1919,2003
14,DAL,AMA,2118,2220
14,HOU,DAL,2015,2106
14,DAL,HOU,2058,2152
14,HOU,HRL,2200,2257
14,OKC,DAL,1955,2045
14,DAL,MAF,2115,2210
14,HOU,DAL,2000,2050
14,DAL,HOU,2100,2153
14,LIT,DAL,1945,2045
14,HOU,DAL,2037,2127
14,DAL,HOU,2142,2233
14,ELP,DAL,1840,2105
14,HOU,DAL,2100,2150
14,HRL,HOU,1940,2038
14,SMF,SAN,1449,1607
14,CRP,HOU,2015,2100
14,HOU,DAL,2130,2220
14,HOU,DAL,2200,2250
14,HRL,HOU,2040,2130
14,DAL,SAT,1950,2037
14,BWI,ISP,1525,1623
14,DAL,TUL,1758,1842
14,HOU,DAL,1635,1722
14,HRL,HOU,1519,1605
14,DAL,HOU,1715,1804
14,SAN,SMF,1725,1846
14,BUF,BWI,1525,1620
14,BWI,FLL,1700,1942
14,BNA,BWI,2158,0032
14,LAX,BNA,1525,2110
14,BNA,JAX,1400,1634
14,JAX,FLL,1702,1808
14,MDW,BNA,1200,1331
14,LAS,SJC,2045,2156
14,MCI,OKC,2315,0013
14,MDW,MCI,2150,2302
14,IAH,DAL,2010,2100
14,ELP,PHX,1535,1550
14,PHX,SLC,1610,1830
14,MDW,STL,2030,2125
14,BNA,BWI,1445,1720
14,BNA,SAN,1913,2103
14,BWI,BNA,1745,1814
14,ISP,BWI,1552,1702
14,BWI,MCI,1752,1920
14,MCI,OAK,2015,2203
14,AUS,DAL,2040,2123
14,DAL,LBB,2150,2250
14,LAX,LAS,2137,2228
14,SJC,SAN,2150,2303
14,BNA,MCO,2100,2344
14,MDW,BNA,1900,2010
14,PHX,LAS,0954,1054
14,MCI,MCO,1250,1625
14,MCI,PDX,1905,2047
14,MCO,MCI,1655,1836
14,BNA,BWI,1848,2122
14,BWI,MHT,2151,2310
14,LAX,BNA,1135,1713
14,AUS,HRL,1215,1305
14,DAL,AUS,1100,1141
14,LAX,SJC,1853,1952
14,PHX,SNA,1045,1153
14,BNA,CMH,1305,1510
14,BNA,LAX,1638,1847
14,CMH,BNA,1545,1547
14,LAX,SMF,1920,2025
14,DAL,MSY,1930,2035
14,LBB,DAL,1800,1850
14,HOU,JAN,1145,1430
14,JAN,MDW,1753,2056
14,CLE,BWI,1410,1510
14,MDW,CLE,1149,1350
14,DAL,IAH,2015,2105
14,TUL,DAL,1900,1945
14,LAS,RNO,1225,1332
14,RNO,PDX,1350,1518
14,LAX,SMF,1435,1540
14,PDX,GEG,1755,1857
14,SMF,PDX,1620,1736
14,ELP,LBB,1715,1903
14,PHX,ELP,1458,1655
14,MCI,BWI,2000,2323
14,OAK,MCI,1400,1858
14,LAS,PHX,1350,1450
14,MCI,BNA,2136,2303
14,OKC,MCI,1955,2058
14,PHX,OKC,1518,1929
14,SEA,LAS,1055,1315
14,BOI,GEG,1605,1559
14,LAX,RNO,1205,1314
14,RNO,BOI,1347,1545
14,BNA,LAS,1035,1216
14,BUR,OAK,1442,1543
14,LAS,BUR,1316,1416
14,DAL,IAH,1600,1645
14,DAL,ABQ,1635,1715
14,SAT,DAL,1510,1602
14,PHX,SEA,0900,1145
14,HOU,PHX,1347,1421
14,MSY,HOU,1200,1300
14,PHX,LAX,0900,1023
14,PHX,SAN,1345,1448
14,LAX,MCI,1438,1934
14,MCI,PVD,1954,2347
14,OAK,LAX,1305,1413
14,BNA,PHX,1440,1618
14,PHX,ONT,1645,1743
14,BWI,PHX,1856,2038
14,SAT,DAL,1555,1650
14,DAL,SAT,1435,1522
14,LIT,DAL,1315,1406
14,BNA,FLL,2120,0025
14,SEA,BNA,1255,1905
14,DAL,SAT,1700,1750
14,MAF,DAL,1524,1620
14,SMF,LAX,2235,2340
14,HOU,OKC,1550,1705
14,MCI,MDW,1850,2139
14,MDW,BWI,2210,0043
14,OKC,MCI,1728,1827
14,DAL,TUL,2220,2308
14,HRL,SAT,1910,1958
14,SAT,DAL,2020,2110
14,MCI,LAX,2042,2210
14,MDW,MCI,1857,2009
14,LAX,SJC,1120,1224
14,PHX,LAX,0930,1045
14,DAL,SAT,2100,2147
14,LAS,PHX,2240,2330
14,DAL,SAT,1910,1959
14,DAL,LIT,1546,1644
14,SAT,DAL,1413,1511
14,BNA,CLE,1820,2045
14,RDU,BNA,1720,1805
14,FLL,TPA,1627,1712
14,MSY,HOU,1825,1920
14,TPA,MSY,1732,1756
14,ELP,DAL,1335,1601
14,HOU,MSY,2230,2326
14,LAS,LAX,1200,1304
14,LBB,LAS,1125,1120
14,LAX,SAT,1704,2134
14,OAK,LAX,1515,1615
14,SAT,HOU,2155,2234
14,ELP,HOU,1655,1935
